순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"00:10","시험공부 오픈북 속독","44,582","183","류덤RYUDOM","Good","Good","-","551","22.12.15",""
2,"00:17","속독법 전뇌학습법","57,640","1,450","전뇌박사 김용진","Good","Good","-","840","19.12.16",""
3,"00:58","속독하는 방법 예시","15,715","1,150","수능맛집","Good","Good","-","273","25.02.28",""
