순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"00:58","속독하는 방법 예시 | 글 빨리 읽는 방법 예시","15,715","1,150","수능맛집","Good","Good","-","273","25.02.28",""
2,"00:19","10분에 책 한권 읽기 가능 실화냐? #속독 #다독","10,049","1,450","전뇌박사 김용진","Good","Good","-","840","25.06.13",""
