순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"16:13","'존봉준' 존리 대표가 본 '동학개미의 가장 큰 착각'은?","124,846","7,000","이데일리TV 다시보기","Good","Good","-","5,209","21.06.08",""
2,"17:49","[절판도서] 모든 현실은 시각적 착각이며 마음이 만들어내는 이미지다 왓칭2","269,959","117,000","신박한지식","Good","Good","-","1,044","23.01.03",""
3,"08:54","대한민국 20.30대들의 가장 큰 착각 4가지","907,306","426,000","한방언니","Good","Good","-","2,929","25.08.22",""
