순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"10:53","후천적으로 천재 두뇌 만드는 일론 머스크 학습법","206,927","31,600","시몰: 시스템 몰입","Good","Good","-","247","25.11.28",""
2,"22:54","책 100권 읽힐 시간에 차라리 이것을 물어보세요. 자녀 지능, 문해력, 사고력, 기억력 향상","957,763","288,000","가든패밀리","Good","Good","-","524","24.07.11",""
