순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"14:29","[194화]45도의 비밀을 모르면 평생 짧게 빠집니다. (무회전 플러스)","178,078","118,000","뽠주TV","Great","Good","-","2,499","26.03.03",""
2,"44:38","'이것' 모르면 평생 약 못 끊어요 과일 vs 밀가루 vs 기름, 혈관에 더 치명적인 것은? (서울대병원 이승훈 교수 통합본)","1,000,646","426,000","건강의 신","Good","Good","-","200","25.12.12",""
3,"17:11","'이걸' 모르면 평생 약 못 끊어요 과일 vs 밥·빵·떡·면, 당뇨에 더 치명적인 '이것!' 막힌 혈관 뚫리는 식단 (서울대병원 이승훈 교수)","941,259","426,000","건강의 신","Good","Good","-","200","25.10.24",""
