캡처일,총영상수,조회수합계,조회수평균,조회수중앙값,구독자합계,구독자평균,구독자중앙값,좋아요합계,좋아요평균,좋아요중앙값,기여도_Worst,기여도_Bad,기여도_Normal,기여도_Good,기여도_Great,성과도_Worst,성과도_Bad,성과도_Normal,성과도_Good,성과도_Great,노출확률_Worst,노출확률_Bad,노출확률_Normal,노출확률_Good,노출확률_Great,필터통과수,게시일_최초,게시일_최근,비고
2026-05-16,176,53554000,304000,38000,41069000,233000,54000,1251000,7112,966,50,17,35,72,2,56,25,20,75,0,0,0,0,0,0,30,2023-01-01,2026-05-16,1차
