순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"08:39","01.초성퀴즈_한국교육과정평가원 교과 문해력 향상을 위한 사고도구어 335","1,440,824","51,500","한글어휘","Good","Good","Bad","388","24.07.13","https://i.ytimg.com/vi/_OloUtUA6T8/mqdefault.jpg"
2,"08:31","문해력이 절로 상승하는 헷갈리는 어휘 모음. 어휘력 테스트 1편 #중학생수준 #상식퀴즈 #문해력 #어휘력 #공부 #퀴즈풀기 #독서","1,680,658","98,200","문과언니","Good","Good","Normal","576","24.03.18",""
3,"16:19","“어릴 때 책을 많이 안 읽어서..”는 핑계입니다. 국어 28점, 독서량 적었던 9등급이 수능 국어 1등급을 찍을 수 있었던 이유ㅣ올바른 국어 공부법ㅣ문해력ㅣ #학부모수업","690,125","391,000","EBSi","Good","Good","Bad","10,080","24.04.11","https://i.ytimg.com/vi/cGENg0iMaAE/mqdefault.jpg"
4,"22:54","""책 100권 읽힐 시간에 차라리 '이것'을 물어보세요. 가성비 훨씬 좋습니다."" | 자녀의 지능, 문해력, 사고력을 한 번에 향상시키는 이것 (박주봉 소장)","957,730","288,000","가든패밀리 (Garden Family)","Good","Good","Bad","524","24.07.11","https://i.ytimg.com/vi/lGE3AXlny0A/mqdefault.jpg"
5,"30:45","문해력을 높이는 유일한 방법은요 /집에서 간단히 문해력을 테스트하는 법/ 독서교육전문가 최승필 1부","312,679","74,200","아나운서 엄마의 육아연구소","Good","Good","Bad","422","23.08.27","https://i.ytimg.com/vi/vGhePcFL88I/mqdefault.jpg"
6,"Collected 21:46","책 100권 읽을 바엔 차라리... 이 영상 1개 보세요 [문해력편]","973,031","87,800","샤학관","Good","Good","Great","50","25.05.09",""
7,"08:37","요즘 심각하다는 문해력 저하 문제. 나는 괜찮을까? 지금 바로 도전 문해력 테스트 ver.1 10문항 #중학생수준 #상식퀴즈 #문해력 #신서유기 #놀토 #공부 #퀴즈풀기 #독서","188,800","98,200","문과언니","Good","Good","Bad","576","24.01.22",""
