순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"03:23","이해리 나만 몰랐던 이야기 직캠","83,860","299","식빵","Good","Good","-","40","14.03.16",""
2,"03:23","The story that I'didn't know (Lady gaga) (나만 몰랐던 이야기)","94,764","393","Han Seon Hwa - Topic","Good","Good","-","10","22.05.16",""
3,"03:22","아이유 (IU) - 나만 몰랐었던 이야기 (Only I didn't Know) 가사","332,677","36,100","김지수","Good","Good","-","339","20.02.18",""
