순번,영상길이,제목,조회수,구독자,채널명,기여도,성과도,노출확률,총영상수,게시일,썸네일URL
1,"00:57","독서율 세계 1위 국가의 독서 방법","757,530","82,300","현대지성","Good","Good","-","302","24.12.11",""
2,"22:15","천재 남매 쇼 야노와 사유리 야노의 독서 습관","1,414,517","2,740,000","KBS 다큐","Good","Normal","-","47,167","21.01.28",""
3,"31:16","절대 실패하지 않는 독서 습관 만들기ㅣ최승필 독서교육전문가","2,557,990","699,000","세바시 인생질문","Good","Good","-","625","21.12.21",""
